rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
3564,2005-07-06 03:02:13,2005-07-13 01:41:13,YANEZ,1,Lethbridge,DORADO NOTTING,5,4.99,26.99,NC-17
3565,2005-07-06 03:02:58,2005-07-13 21:31:58,RUSSELL,2,Woodridge,CELEBRITY HORN,7,0.99,24.99,PG-13
3566,2005-07-06 03:08:51,2005-07-12 05:04:51,DOUGLASS,1,Lethbridge,MUSCLE BRIGHT,7,2.99,23.99,G
3567,2005-07-06 03:09:36,2005-07-12 02:15:36,GRISSOM,1,Lethbridge,AGENT TRUMAN,3,2.99,17.99,PG
3568,2005-07-06 03:11:57,2005-07-15 03:14:57,SUTTON,2,Woodridge,IGBY MAKER,7,4.99,12.99,NC-17
3569,2005-07-06 03:17:23,2005-07-14 03:58:23,WREN,2,Woodridge,HOBBIT ALIEN,5,0.99,27.99,PG-13
3570,2005-07-06 03:23:43,2005-07-14 07:28:43,ROBB,1,Lethbridge,ENTRAPMENT SATISFACTION,5,0.99,19.99,R
3571,2005-07-06 03:32:31,2005-07-11 06:15:31,GREY,1,Lethbridge,TRAMP OTHERS,4,0.99,27.99,PG
3572,2005-07-06 03:33:23,2005-07-08 07:54:23,GREGORY,2,Woodridge,HIGHBALL POTTER,6,0.99,10.99,R
3573,2005-07-06 03:33:48,2005-07-07 22:39:48,WARD,1,Lethbridge,APACHE DIVINE,5,4.99,16.99,NC-17
3574,2005-07-06 03:36:01,2005-07-10 01:29:01,HARVEY,2,Woodridge,NAME DETECTIVE,5,4.99,11.99,PG-13
3575,2005-07-06 03:36:19,2005-07-08 06:21:19,EDWARDS,1,Lethbridge,RAGE GAMES,4,4.99,18.99,R
3576,2005-07-06 03:40:01,2005-07-15 07:22:01,BURTON,2,Woodridge,BILL OTHERS,6,2.99,12.99,PG
3577,2005-07-06 03:40:36,2005-07-10 05:54:36,MILLS,1,Lethbridge,WARLOCK WEREWOLF,6,2.99,10.99,G
3578,2005-07-06 03:47:05,2005-07-08 02:26:05,HOPKINS,1,Lethbridge,OUTLAW HANKY,7,4.99,17.99,PG-13
3579,2005-07-06 03:47:47,2005-07-08 02:16:47,TOBIAS,2,Woodridge,REUNION WITCHES,3,0.99,26.99,R
3580,2005-07-06 03:48:44,2005-07-13 01:15:44,LAWSON,1,Lethbridge,STAR OPERATION,5,2.99,9.99,PG
3581,2005-07-06 03:57:35,2005-07-07 08:07:35,LYNCH,2,Woodridge,WONKA SEA,6,2.99,24.99,NC-17
3582,2005-07-06 04:10:35,2005-07-11 01:29:35,RHODES,1,Lethbridge,HAWK CHILL,5,0.99,12.99,PG-13
3583,2005-07-06 04:10:43,2005-07-14 22:17:43,VEST,1,Lethbridge,ATTRACTION NEWTON,5,4.99,14.99,PG-13
3584,2005-07-06 04:16:43,2005-07-13 07:08:43,CASTILLO,1,Lethbridge,BLANKET BEVERLY,7,2.99,21.99,G
3585,2005-07-06 04:22:36,2005-07-09 06:16:36,HERRERA,1,Lethbridge,MOSQUITO ARMAGEDDON,6,0.99,22.99,G
3586,2005-07-06 04:24:42,2005-07-09 02:37:42,HARKINS,2,Woodridge,CHAMPION FLATLINERS,4,4.99,21.99,PG
3587,2005-07-06 04:27:52,2005-07-13 08:19:52,JORDAN,2,Woodridge,BROTHERHOOD BLANKET,3,0.99,26.99,R
3588,2005-07-06 04:29:13,2005-07-07 23:49:13,RODRIQUEZ,1,Lethbridge,POTTER CONNECTICUT,5,2.99,16.99,PG
3589,2005-07-06 04:30:18,2005-07-10 09:18:18,KENNEDY,1,Lethbridge,SOMETHING DUCK,4,4.99,17.99,NC-17
3590,2005-07-06 04:35:12,2005-07-10 05:14:12,SUTTON,1,Lethbridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
3591,2005-07-06 04:37:10,2005-07-09 23:32:10,MORRIS,2,Woodridge,EGG IGBY,4,2.99,20.99,PG
3592,2005-07-06 04:38:50,2005-07-15 06:36:50,LUCAS,1,Lethbridge,ENCOUNTERS CURTAIN,5,0.99,20.99,NC-17
3593,2005-07-06 04:39:52,2005-07-11 23:20:52,WOOD,1,Lethbridge,CHANCE RESURRECTION,3,2.99,22.99,R
3594,2005-07-06 04:42:47,2005-07-10 00:49:47,HAVENS,1,Lethbridge,YOUTH KICK,4,0.99,14.99,NC-17
3595,2005-07-06 04:59:49,2005-07-15 06:26:49,SIMMONS,1,Lethbridge,FIDELITY DEVIL,5,4.99,11.99,G
3596,2005-07-06 05:03:11,2005-07-07 05:30:11,CARBONE,1,Lethbridge,CELEBRITY HORN,7,0.99,24.99,PG-13
3597,2005-07-06 05:03:59,2005-07-13 06:49:59,GREEN,1,Lethbridge,TIGHTS DAWN,5,0.99,14.99,R
3598,2005-07-06 05:11:04,2005-07-09 02:03:04,PETERSON,1,Lethbridge,EVOLUTION ALTER,5,0.99,10.99,PG-13
3599,2005-07-06 05:16:36,2005-07-13 07:14:36,MALCOLM,2,Woodridge,REBEL AIRPORT,7,0.99,24.99,G
3600,2005-07-06 05:19:42,2005-07-11 00:34:42,BENNER,1,Lethbridge,MOVIE SHAKESPEARE,6,4.99,27.99,PG
3601,2005-07-06 05:20:25,2005-07-15 03:13:25,CARR,2,Woodridge,NATIONAL STORY,4,2.99,19.99,NC-17
3602,2005-07-06 05:23:10,2005-07-15 03:22:10,HAYES,2,Woodridge,JADE BUNCH,6,2.99,21.99,NC-17
3603,2005-07-06 05:25:03,2005-07-12 08:14:03,SHELLEY,1,Lethbridge,LOST BIRD,4,2.99,21.99,PG-13
3604,2005-07-06 05:25:22,2005-07-07 23:52:22,FRAZIER,1,Lethbridge,FANTASY TROOPERS,6,0.99,27.99,PG-13
3605,2005-07-06 05:27:15,2005-07-10 00:05:15,SALISBURY,2,Woodridge,BONNIE HOLOCAUST,4,0.99,29.99,G
3606,2005-07-06 05:28:02,2005-07-10 04:51:02,PAYNE,1,Lethbridge,GREATEST NORTH,5,2.99,24.99,NC-17
3607,2005-07-06 05:30:09,2005-07-08 01:36:09,MAULDIN,2,Woodridge,CANYON STOCK,7,0.99,26.99,R
3608,2005-07-06 05:35:39,2005-07-10 07:46:39,ARCE,2,Woodridge,PINOCCHIO SIMON,4,4.99,21.99,PG
3609,2005-07-06 05:36:22,2005-07-10 05:55:22,LEONE,2,Woodridge,DIVINE RESURRECTION,4,2.99,19.99,R
3610,2005-07-06 05:36:59,2005-07-13 07:07:59,QUINTANILLA,1,Lethbridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
3611,2005-07-06 05:37:18,2005-07-10 05:14:18,LONG,2,Woodridge,WOMEN DORADO,4,0.99,23.99,R
3612,2005-07-06 05:37:26,2005-07-14 01:51:26,YANEZ,1,Lethbridge,LUCK OPUS,7,2.99,21.99,NC-17
3613,2005-07-06 05:45:53,2005-07-07 10:02:53,ROBERT,1,Lethbridge,SPICE SORORITY,5,4.99,22.99,NC-17
3614,2005-07-06 05:46:05,2005-07-11 01:24:05,CORNWELL,2,Woodridge,CRANES RESERVOIR,5,2.99,12.99,NC-17
3615,2005-07-06 05:47:47,2005-07-11 05:01:47,EDWARDS,2,Woodridge,CLEOPATRA DEVIL,6,0.99,26.99,PG-13
3616,2005-07-06 05:52:13,2005-07-10 10:24:13,CHISHOLM,2,Woodridge,CAROL TEXAS,4,2.99,15.99,PG
3617,2005-07-06 05:58:06,2005-07-13 02:10:06,WEBB,1,Lethbridge,EXPENDABLE STALLION,3,0.99,14.99,PG
3618,2005-07-06 05:58:45,2005-07-15 09:13:45,MAY,2,Woodridge,BINGO TALENTED,5,2.99,22.99,PG-13
3619,2005-07-06 05:59:44,2005-07-11 08:58:44,SEAL,1,Lethbridge,ROBBERY BRIGHT,4,0.99,21.99,R
3620,2005-07-06 06:01:50,2005-07-08 05:04:50,HUGHES,1,Lethbridge,GO PURPLE,3,0.99,12.99,R
3621,2005-07-06 06:03:55,2005-07-11 09:25:55,WAGNER,2,Woodridge,POLISH BROOKLYN,6,0.99,12.99,PG
3622,2005-07-06 06:05:04,2005-07-12 03:14:04,GRESHAM,2,Woodridge,SATURDAY LAMBS,3,4.99,28.99,G
3623,2005-07-06 06:05:23,2005-07-07 05:59:23,ROSS,2,Woodridge,BREAKFAST GOLDFINGER,5,4.99,18.99,G
3624,2005-07-06 06:06:27,2005-07-13 08:30:27,HARRISON,1,Lethbridge,GUN BONNIE,7,0.99,27.99,G
3625,2005-07-06 06:12:52,2005-07-12 07:37:52,OLSON,2,Woodridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
3626,2005-07-06 06:15:35,2005-07-10 10:18:35,JORDON,1,Lethbridge,GARDEN ISLAND,3,4.99,21.99,G
3627,2005-07-06 06:19:25,2005-07-11 05:53:25,MORRISSEY,2,Woodridge,DOOM DANCING,4,0.99,13.99,R
3628,2005-07-06 06:19:43,2005-07-07 02:23:43,OCAMPO,1,Lethbridge,SCARFACE BANG,3,4.99,11.99,PG-13
3629,2005-07-06 06:23:22,2005-07-08 09:32:22,CHEATHAM,2,Woodridge,TALENTED HOMICIDE,6,0.99,9.99,PG
3630,2005-07-06 06:27:15,2005-07-12 10:36:15,FORD,2,Woodridge,LOUISIANA HARRY,5,0.99,18.99,PG-13
3631,2005-07-06 06:36:53,2005-07-07 10:32:53,PARKER,1,Lethbridge,THIEF PELICAN,5,4.99,28.99,PG-13
3632,2005-07-06 06:38:21,2005-07-11 03:19:21,HUEY,1,Lethbridge,MEET CHOCOLATE,3,2.99,26.99,G
3633,2005-07-06 06:43:26,2005-07-10 04:54:26,BRYANT,1,Lethbridge,PAJAMA JAWBREAKER,3,0.99,14.99,R
3634,2005-07-06 06:51:14,2005-07-10 02:30:14,DAY,2,Woodridge,SLEEPY JAPANESE,4,2.99,25.99,PG
3635,2005-07-06 06:55:36,2005-07-09 07:57:36,FOWLER,2,Woodridge,BOWFINGER GABLES,7,4.99,19.99,NC-17
3636,2005-07-06 07:03:52,2005-07-08 03:14:52,ARSENAULT,1,Lethbridge,ROMAN PUNK,7,0.99,28.99,NC-17
3637,2005-07-06 07:06:31,2005-07-10 02:11:31,BRINSON,2,Woodridge,STAGE WORLD,4,2.99,19.99,PG
3638,2005-07-06 07:08:17,2005-07-13 12:30:17,MILNER,1,Lethbridge,ATLANTIS CAUSE,6,2.99,15.99,G
3639,2005-07-06 07:09:17,2005-07-15 05:12:17,MILLER,1,Lethbridge,NATURAL STOCK,4,0.99,24.99,PG-13
3640,2005-07-06 07:12:26,2005-07-10 04:54:26,NEAL,1,Lethbridge,RUSH GOODFELLAS,3,0.99,20.99,PG
3641,2005-07-06 07:17:09,2005-07-11 07:25:09,BARNES,1,Lethbridge,STAMPEDE DISTURBING,5,0.99,26.99,R
3642,2005-07-06 07:18:20,2005-07-09 01:37:20,PAYNE,2,Woodridge,TROUBLE DATE,6,2.99,13.99,PG
3643,2005-07-06 07:20:08,2005-07-11 07:01:08,CARROLL,1,Lethbridge,COWBOY DOOM,3,2.99,10.99,PG
3644,2005-07-06 07:20:11,2005-07-11 10:26:11,WAY,2,Woodridge,VELVET TERMINATOR,3,4.99,14.99,R
3645,2005-07-06 07:22:09,2005-07-10 11:45:09,DEAN,2,Woodridge,ROOTS REMEMBER,4,0.99,23.99,PG-13
3646,2005-07-06 07:28:59,2005-07-11 05:19:59,MORRISSEY,1,Lethbridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG
3647,2005-07-06 07:29:17,2005-07-13 08:32:17,HOLMES,2,Woodridge,SOUTH WAIT,4,2.99,21.99,R
3648,2005-07-06 07:30:41,2005-07-10 06:00:41,DELVALLE,1,Lethbridge,NATURAL STOCK,4,0.99,24.99,PG-13
3649,2005-07-06 07:32:42,2005-07-12 09:37:42,LEE,2,Woodridge,SECRETS PARADISE,3,4.99,24.99,G
3650,2005-07-06 07:34:15,2005-07-08 01:50:15,CRAWLEY,2,Woodridge,SHIP WONDERLAND,5,2.99,15.99,R
3651,2005-07-06 07:40:31,2005-07-08 03:39:31,ARNOLD,2,Woodridge,RIGHT CRANES,7,4.99,29.99,PG-13
3652,2005-07-06 07:44:30,2005-07-08 04:41:30,HARDER,1,Lethbridge,EFFECT GLADIATOR,6,0.99,14.99,PG
3653,2005-07-06 07:45:13,2005-07-10 11:51:13,HUNT,2,Woodridge,MAJESTIC FLOATS,5,0.99,15.99,PG
3654,2005-07-06 07:45:31,2005-07-12 09:59:31,HERZOG,1,Lethbridge,GHOST GROUNDHOG,6,4.99,18.99,G
3655,2005-07-06 07:52:54,2005-07-15 10:49:54,HARKINS,1,Lethbridge,FRIDA SLIPPER,6,2.99,11.99,R
3656,2005-07-06 07:55:22,2005-07-13 10:36:22,LINTON,2,Woodridge,WRATH MILE,5,0.99,17.99,NC-17
3657,2005-07-06 07:55:30,2005-07-11 07:18:30,FISHER,1,Lethbridge,TOURIST PELICAN,4,4.99,18.99,PG-13
3658,2005-07-06 08:01:08,2005-07-15 06:36:08,CARLSON,1,Lethbridge,SAGEBRUSH CLUELESS,4,2.99,28.99,G
3659,2005-07-06 08:03:14,2005-07-12 09:50:14,SHELLEY,1,Lethbridge,JUMPING WRATH,4,0.99,18.99,NC-17
3660,2005-07-06 08:07:29,2005-07-14 08:46:29,RHOADS,2,Woodridge,DRAGON SQUAD,4,0.99,26.99,NC-17
3661,2005-07-06 08:10:02,2005-07-10 10:17:02,BUSTAMANTE,2,Woodridge,METAL ARMAGEDDON,6,2.99,26.99,PG-13
3662,2005-07-06 08:11:48,2005-07-09 12:25:48,MCWHORTER,2,Woodridge,STAGECOACH ARMAGEDDON,5,4.99,25.99,R
3663,2005-07-06 08:15:47,2005-07-07 08:57:47,MENA,1,Lethbridge,MINE TITANS,3,4.99,12.99,PG-13
3664,2005-07-06 08:15:57,2005-07-08 06:11:57,HERZOG,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
3665,2005-07-06 08:23:08,2005-07-13 13:38:08,FORD,1,Lethbridge,DANCES NONE,3,0.99,22.99,NC-17
3666,2005-07-06 08:27:43,2005-07-09 07:37:43,SALISBURY,2,Woodridge,TRUMAN CRAZY,7,4.99,9.99,G
3667,2005-07-06 08:36:34,2005-07-15 04:25:34,LEONE,1,Lethbridge,BRINGING HYSTERICAL,7,2.99,14.99,PG
3668,2005-07-06 08:36:48,2005-07-10 11:31:48,TROUTMAN,1,Lethbridge,BEAST HUNCHBACK,3,4.99,22.99,R
3669,2005-07-06 08:38:29,2005-07-10 05:28:29,ASHCRAFT,2,Woodridge,ENOUGH RAGING,7,2.99,16.99,NC-17
3670,2005-07-06 08:56:43,2005-07-11 09:11:43,SOTO,1,Lethbridge,USUAL UNTOUCHABLES,5,4.99,21.99,PG-13
3671,2005-07-06 09:01:29,2005-07-15 08:08:29,HART,2,Woodridge,NEIGHBORS CHARADE,3,0.99,20.99,R
3672,2005-07-06 09:01:56,2005-07-11 14:18:56,SUTTON,1,Lethbridge,STORM HAPPINESS,6,0.99,28.99,NC-17
3673,2005-07-06 09:02:09,2005-07-15 06:45:09,HUGHES,2,Woodridge,HAPPINESS UNITED,6,2.99,23.99,G
3674,2005-07-06 09:03:13,2005-07-13 08:43:13,BANDA,1,Lethbridge,SLEEPY JAPANESE,4,2.99,25.99,PG
3675,2005-07-06 09:09:19,2005-07-12 08:51:19,CASTRO,2,Woodridge,SINNERS ATLANTIS,7,2.99,19.99,PG-13
3676,2005-07-06 09:10:37,2005-07-14 08:24:37,KENNEDY,1,Lethbridge,HONEY TIES,3,0.99,29.99,R
3677,2005-07-06 09:11:58,2005-07-08 10:50:58,BROWN,1,Lethbridge,CENTER DINOSAUR,5,4.99,12.99,PG
3678,2005-07-06 09:15:15,2005-07-10 05:01:15,VARNEY,1,Lethbridge,STEPMOM DREAM,7,4.99,9.99,NC-17
3679,2005-07-06 09:15:57,2005-07-08 03:20:57,EMMONS,2,Woodridge,ITALIAN AFRICAN,3,4.99,24.99,G
3680,2005-07-06 09:16:10,2005-07-08 07:52:10,COLEMAN,1,Lethbridge,LORD ARIZONA,5,2.99,27.99,PG-13
3681,2005-07-06 09:19:30,2005-07-11 09:40:30,WATTS,2,Woodridge,RIGHT CRANES,7,4.99,29.99,PG-13
3682,2005-07-06 09:22:48,2005-07-14 11:17:48,GRIFFIN,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
3683,2005-07-06 09:25:56,2005-07-14 12:10:56,ROBERTS,1,Lethbridge,PATIENT SISTER,7,0.99,29.99,NC-17
3684,2005-07-06 09:29:22,2005-07-12 08:19:22,TURPIN,2,Woodridge,REAR TRADING,6,0.99,23.99,NC-17
3685,2005-07-06 09:30:45,2005-07-11 15:16:45,BELL,2,Woodridge,HUMAN GRAFFITI,3,2.99,22.99,NC-17
3686,2005-07-06 09:37:50,2005-07-09 10:15:50,CORNISH,1,Lethbridge,BLUES INSTINCT,5,2.99,18.99,G
3687,2005-07-06 09:38:33,2005-07-14 07:50:33,CASTILLO,1,Lethbridge,HUSTLER PARTY,3,4.99,22.99,NC-17
3688,2005-07-06 09:41:53,2005-07-14 10:30:53,BRINSON,1,Lethbridge,DOUBLE WRATH,4,0.99,28.99,R
3689,2005-07-06 09:43:01,2005-07-11 09:57:01,PORTER,1,Lethbridge,PRIDE ALAMO,6,0.99,20.99,NC-17
3690,2005-07-06 09:46:03,2005-07-07 12:12:03,SHELBY,1,Lethbridge,WATCH TRACY,5,0.99,12.99,PG
3691,2005-07-06 09:46:12,2005-07-07 14:08:12,LYMAN,2,Woodridge,HOLIDAY GAMES,7,4.99,10.99,PG-13
3692,2005-07-06 09:54:12,2005-07-11 09:42:12,LUCAS,1,Lethbridge,EGG IGBY,4,2.99,20.99,PG
3693,2005-07-06 09:56:09,2005-07-15 06:50:09,NOLAND,2,Woodridge,PANTHER REDS,5,4.99,22.99,NC-17
3694,2005-07-06 10:01:23,2005-07-08 11:44:23,CARBONE,1,Lethbridge,STEEL SANTA,4,4.99,15.99,NC-17
3695,2005-07-06 10:02:08,2005-07-09 15:43:08,CHEATHAM,1,Lethbridge,NEMO CAMPUS,5,2.99,23.99,NC-17
3696,2005-07-06 10:04:55,2005-07-11 15:58:55,SLEDGE,2,Woodridge,RANDOM GO,6,2.99,29.99,NC-17
3697,2005-07-06 10:07:22,2005-07-13 14:04:22,LANE,1,Lethbridge,EASY GLADIATOR,5,4.99,12.99,G
3698,2005-07-06 10:09:20,2005-07-08 15:49:20,BLAKELY,1,Lethbridge,EMPIRE MALKOVICH,7,0.99,26.99,G
3699,2005-07-06 10:11:25,2005-07-14 05:18:25,DAVIDSON,2,Woodridge,BOUND CHEAPER,5,0.99,17.99,PG
3700,2005-07-06 10:12:19,2005-07-07 14:21:19,WATSON,1,Lethbridge,BIRDCAGE CASPER,4,0.99,23.99,NC-17
3701,2005-07-06 10:12:45,2005-07-09 08:52:45,WRIGHT,1,Lethbridge,SLEEPLESS MONSOON,5,4.99,12.99,G
3702,2005-07-06 10:13:56,2005-07-10 08:12:56,KRUGER,2,Woodridge,JASON TRAP,5,2.99,9.99,NC-17
3703,2005-07-06 10:15:26,2005-07-13 13:00:26,HAWKS,2,Woodridge,VACATION BOONDOCK,4,2.99,23.99,R
3704,2005-07-06 10:16:45,2005-07-13 12:44:45,MAHAN,1,Lethbridge,MONEY HAROLD,3,2.99,17.99,PG
3705,2005-07-06 10:17:59,2005-07-10 15:31:59,FERNANDEZ,2,Woodridge,ALASKA PHANTOM,6,0.99,22.99,PG
3706,2005-07-06 10:18:01,2005-07-09 09:07:01,CRAWFORD,2,Woodridge,CHRISTMAS MOONSHINE,7,0.99,21.99,NC-17
3707,2005-07-06 10:21:49,2005-07-12 05:14:49,WHITE,1,Lethbridge,DONNIE ALLEY,4,0.99,20.99,NC-17
3708,2005-07-06 10:23:27,2005-07-14 09:26:27,FIELDS,2,Woodridge,INCH JET,6,4.99,18.99,NC-17
3709,2005-07-06 10:26:56,2005-07-15 13:51:56,RILEY,1,Lethbridge,TELEGRAPH VOYAGE,3,4.99,20.99,PG
3710,2005-07-06 10:28:53,2005-07-15 06:17:53,STANLEY,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
3711,2005-07-06 10:46:15,2005-07-07 09:25:15,SANDERS,2,Woodridge,HIGHBALL POTTER,6,0.99,10.99,R
3712,2005-07-06 10:47:35,2005-07-15 09:39:35,ADAM,1,Lethbridge,SOMETHING DUCK,4,4.99,17.99,NC-17
3713,2005-07-06 10:49:30,2005-07-13 10:44:30,ADAM,2,Woodridge,HANGING DEEP,5,4.99,18.99,G
3714,2005-07-06 10:51:28,2005-07-09 13:57:28,GRAVES,1,Lethbridge,HORN WORKING,4,2.99,23.99,PG
3715,2005-07-06 10:51:48,2005-07-11 06:08:48,STANLEY,2,Woodridge,WIFE TURN,3,4.99,27.99,NC-17
3716,2005-07-06 10:52:32,2005-07-14 08:45:32,SIMMONS,2,Woodridge,REDEMPTION COMFORTS,3,2.99,20.99,NC-17
3717,2005-07-06 10:53:34,2005-07-07 13:43:34,RAY,1,Lethbridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G
3718,2005-07-06 10:57:56,2005-07-12 12:54:56,COOK,2,Woodridge,MIDSUMMER GROUNDHOG,3,4.99,27.99,G
3719,2005-07-06 11:05:55,2005-07-11 08:10:55,GAITHER,1,Lethbridge,SHAKESPEARE SADDLE,6,2.99,26.99,PG-13
3720,2005-07-06 11:06:57,2005-07-09 14:16:57,ALEXANDER,1,Lethbridge,OZ LIAISONS,4,2.99,14.99,R
3721,2005-07-06 11:10:09,2005-07-11 07:45:09,LITTLE,2,Woodridge,MIRACLE VIRTUAL,3,2.99,19.99,PG-13
3722,2005-07-06 11:10:27,2005-07-13 12:56:27,JENKINS,2,Woodridge,CENTER DINOSAUR,5,4.99,12.99,PG
3723,2005-07-06 11:12:02,2005-07-14 16:45:02,GEARY,1,Lethbridge,WYOMING STORM,6,4.99,29.99,PG-13
3724,2005-07-06 11:12:48,2005-07-14 14:41:48,CARY,2,Woodridge,SHOOTIST SUPERFLY,6,0.99,22.99,PG-13
3725,2005-07-06 11:15:04,2005-07-09 06:39:04,SIMPSON,2,Woodridge,MUSKETEERS WAIT,7,4.99,17.99,PG
3726,2005-07-06 11:15:49,2005-07-11 05:54:49,WHITING,2,Woodridge,CLUELESS BUCKET,4,2.99,13.99,R
3727,2005-07-06 11:16:43,2005-07-07 15:39:43,MORGAN,2,Woodridge,OCTOBER SUBMARINE,6,4.99,10.99,PG-13
3728,2005-07-06 11:29:00,2005-07-11 06:28:00,PENA,1,Lethbridge,HALF OUTFIELD,6,2.99,25.99,PG-13
3729,2005-07-06 11:30:29,2005-07-12 07:18:29,WASHINGTON,2,Woodridge,POTTER CONNECTICUT,5,2.99,16.99,PG
3730,2005-07-06 11:31:24,2005-07-15 06:53:24,GRISSOM,2,Woodridge,GO PURPLE,3,0.99,12.99,R
3731,2005-07-06 11:33:36,2005-07-15 12:23:36,EGGLESTON,1,Lethbridge,TOURIST PELICAN,4,4.99,18.99,PG-13
3732,2005-07-06 11:33:37,2005-07-08 08:31:37,WYMAN,2,Woodridge,AMERICAN CIRCUS,3,4.99,17.99,R
3733,2005-07-06 11:33:55,2005-07-09 10:08:55,STCLAIR,2,Woodridge,RAGING AIRPLANE,4,4.99,18.99,R
3734,2005-07-06 11:40:27,2005-07-14 12:08:27,BAKER,1,Lethbridge,ZOOLANDER FICTION,5,2.99,28.99,R
3735,2005-07-06 11:42:04,2005-07-12 14:33:04,JUNG,1,Lethbridge,JUGGLER HARDLY,4,0.99,14.99,PG-13
3736,2005-07-06 11:43:44,2005-07-13 07:55:44,LEWIS,1,Lethbridge,FORWARD TEMPLE,6,2.99,25.99,NC-17
3737,2005-07-06 11:45:53,2005-07-13 15:27:53,WAY,1,Lethbridge,ANALYZE HOOSIERS,6,2.99,19.99,R
3738,2005-07-06 11:50:57,2005-07-09 08:07:57,KNOTT,2,Woodridge,CASUALTIES ENCINO,3,4.99,16.99,G
3739,2005-07-06 11:54:18,2005-07-09 10:48:18,ROSE,1,Lethbridge,VIRGINIAN PLUTO,5,0.99,22.99,R
3740,2005-07-06 11:55:35,2005-07-14 09:44:35,JIMENEZ,2,Woodridge,HANKY OCTOBER,5,2.99,26.99,NC-17
3741,2005-07-06 12:00:18,2005-07-12 09:02:18,TEEL,2,Woodridge,FIREBALL PHILADELPHIA,4,0.99,25.99,PG
3742,2005-07-06 12:01:38,2005-07-15 10:46:38,ALEXANDER,2,Woodridge,NOTTING SPEAKEASY,7,0.99,19.99,PG-13
3743,2005-07-06 12:03:54,2005-07-13 10:56:54,RICKETTS,1,Lethbridge,DETAILS PACKER,4,4.99,17.99,R
3744,2005-07-06 12:10:02,2005-07-08 11:49:02,EASTER,1,Lethbridge,ROBBERS JOON,7,2.99,26.99,PG-13
3745,2005-07-06 12:10:32,2005-07-12 15:20:32,WAGNER,2,Woodridge,FORWARD TEMPLE,6,2.99,25.99,NC-17
3746,2005-07-06 12:10:51,2005-07-07 11:36:51,SPURLOCK,2,Woodridge,ROOM ROMAN,7,0.99,27.99,PG
3747,2005-07-06 12:11:14,2005-07-09 17:14:14,NEUMANN,2,Woodridge,DOORS PRESIDENT,3,4.99,22.99,NC-17
3748,2005-07-06 12:11:22,2005-07-12 07:22:22,BARNES,2,Woodridge,ORANGE GRAPES,4,0.99,21.99,PG-13
3749,2005-07-06 12:18:03,2005-07-11 07:25:03,ARNOLD,2,Woodridge,FREDDY STORM,6,4.99,21.99,NC-17
3750,2005-07-06 12:19:28,2005-07-14 13:16:28,HAMILTON,1,Lethbridge,LOLITA WORLD,4,2.99,25.99,NC-17
3751,2005-07-06 12:23:41,2005-07-10 06:58:41,TUCKER,2,Woodridge,SILENCE KANE,7,0.99,23.99,R
3752,2005-07-06 12:30:12,2005-07-13 12:13:12,LYNCH,2,Woodridge,YENTL IDAHO,5,4.99,11.99,R
3753,2005-07-06 12:34:06,2005-07-07 14:19:06,MARLOW,1,Lethbridge,COMFORTS RUSH,3,2.99,19.99,NC-17
3754,2005-07-06 12:35:44,2005-07-08 16:28:44,JENKINS,1,Lethbridge,TELEMARK HEARTBREAKERS,6,2.99,9.99,PG-13
3755,2005-07-06 12:37:16,2005-07-13 07:22:16,YANEZ,1,Lethbridge,POSEIDON FOREVER,6,4.99,29.99,PG-13
3756,2005-07-06 12:40:38,2005-07-11 09:29:38,SCHWAB,2,Woodridge,AGENT TRUMAN,3,2.99,17.99,PG
3757,2005-07-06 12:42:26,2005-07-11 10:30:26,WARD,2,Woodridge,NECKLACE OUTBREAK,3,0.99,21.99,PG
3758,2005-07-06 12:43:11,2005-07-14 12:52:11,EVANS,1,Lethbridge,MAGNOLIA FORRESTER,4,0.99,28.99,PG-13
3759,2005-07-06 12:46:38,2005-07-10 11:31:38,CULPEPPER,1,Lethbridge,TRAINSPOTTING STRANGERS,7,4.99,10.99,PG-13
3760,2005-07-06 12:49:28,2005-07-09 16:29:28,SHELLEY,2,Woodridge,ESCAPE METROPOLIS,7,2.99,20.99,R
3761,2005-07-06 12:52:44,2005-07-08 17:22:44,KENYON,1,Lethbridge,VELVET TERMINATOR,3,4.99,14.99,R
3762,2005-07-06 12:52:49,2005-07-12 11:41:49,YEE,2,Woodridge,HOLLOW JEOPARDY,7,4.99,25.99,NC-17
3763,2005-07-06 12:56:31,2005-07-09 14:49:31,CARPENTER,2,Woodridge,GABLES METROPOLIS,3,0.99,17.99,PG
3764,2005-07-06 13:01:03,2005-07-13 15:26:03,ALLARD,2,Woodridge,PIZZA JUMANJI,4,2.99,11.99,NC-17
3765,2005-07-06 13:01:47,2005-07-09 07:10:47,EMMONS,1,Lethbridge,HALL CASSIDY,5,4.99,13.99,NC-17
